Title,Year,Type_Long,Type,Link,En_mi_web,title_clean
Chat-based sprint meeting,2022,Blog post,Blog post,,Si,chat-based sprint meeting
Clase teórica on-line,2022,Blog post,Blog post,,Si,clase teórica on-line
Club de Lectura de Enseñar Tecnología en Comunidad,2022,Blog post,Blog post,,Si,club de lectura de enseñar tecnología en comunidad
Como determinar cuanto cobrar,2022,Blog post,Blog post,,Si,como determinar cuanto cobrar
Cómo ganarse la vida enseñando R (Yanina Noemi Bellini Saibene and Greg Wilson) . LatinR 2022.,2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_1979.pdf,,cómo ganarse la vida enseñando r (yanina noemi bellini saibene and greg wilson) . latinr 2022.
Cómo participar en rOpenSci,2022,Blog post,Blog post,,Si,cómo participar en ropensci
Conclusiones del primer encuentro del Club de Lectura,2022,Blog post,Blog post,,Si,conclusiones del primer encuentro del club de lectura
Cosas que pasaron en las aulas virtuales y como las resolvimos - Entrega 1,2022,Blog post,Blog post,,Si,cosas que pasaron en las aulas virtuales y como las resolvimos - entrega 1
Cosas que pasaron en las aulas virtuales y como las resolvimos - Entrega 2,2022,Blog post,Blog post,,Si,cosas que pasaron en las aulas virtuales y como las resolvimos - entrega 2
Cosas que pasaron en las aulas virtuales y como las resolvimos - Entrega 3,2022,Blog post,Blog post,,Si,cosas que pasaron en las aulas virtuales y como las resolvimos - entrega 3
Cuarto Encuentro del Club de Lectura Enseñando Tecnología en Comunidad,2022,Blog post,Blog post,,Si,cuarto encuentro del club de lectura enseñando tecnología en comunidad
Dándote a conocer,2022,Blog post,Blog post,,Si,dándote a conocer
Empezando a enseñar,2022,Blog post,Blog post,,Si,empezando a enseñar
Enseñando programación,2022,Blog post,Blog post,,Si,enseñando programación
Gaps & Opportunities for Inclusive Multilingual Data Science,2022,Blog post,Blog post,,Si,gaps & opportunities for inclusive multilingual data science
Haciendo revisiones con GitHub,2022,Blog post,Blog post,,Si,haciendo revisiones con github
How 2021 went?,2022,Blog post,Blog post,,Si,how 2021 went?
How carpentries help me to teach to 300 students.Carpentry Con,2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,how carpentries help me to teach to 300 students.carpentry con
How to Participate with rOpenSci,2022,Blog post,Blog post,,Si,how to participate with ropensci
Identidad visual 2022. Renovarnos con la misma esencia,2022,Blog post,Blog post,,Si,identidad visual 2022. renovarnos con la misma esencia
"Internal R packages for Open Science in Agrometeorology.Yanina Bellini Saibene, Natalia Gattinoni, Paola Corrales, Elio Campitelli y Gabriel Rodriguez. FOSDEM 2022.",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,"internal r packages for open science in agrometeorology.yanina bellini saibene, natalia gattinoni, paola corrales, elio campitelli y gabriel rodriguez. fosdem 2022."
"Introducing rOpenSci new Community Manager, Yanina Bellini Saibene",2022,Blog post,Blog post,,Si,"introducing ropensci new community manager, yanina bellini saibene"
La Guía del Viajero al Aprendizaje Automático Responsable,2022,Translations,Translations,https://yabellini.netlify.app/project/rml_es/,Si,la guía del viajero al aprendizaje automático responsable
Leyendo muchos archivos markdown de varias carpetas y extrayendo datos de su YAML,2022,Blog post,Blog post,,Si,leyendo muchos archivos markdown de varias carpetas y extrayendo datos de su yaml
"Mapas conceptuales, una herramienta de múltiples formas y usos",2022,Blog post,Blog post,,Si,"mapas conceptuales, una herramienta de múltiples formas y usos"
"MetaDocencia: enseñando a enseñar estadística y ciencia de datos online : Laura Ación, Yanina Bellini Saibene, Mine Dogucu, Nicolas Palopoli, Elio Campitelli, Paola Corrales, Patricia Loto",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,http://iase-web.org/icots/11/proceedings/pdfs/ICOTS11_285_ACIN.pdf?1669865550,,"metadocencia: enseñando a enseñar estadística y ciencia de datos online : laura ación, yanina bellini saibene, mine dogucu, nicolas palopoli, elio campitelli, paola corrales, patricia loto"
Metadocencia. Nurturing educators in Spanish-speaking research communities,2022,Blog post,Blog post,,Si,metadocencia. nurturing educators in spanish-speaking research communities
MiR Community Highlights. Yanina Bellini Saibene.,2022,Blog post,Blog post,,Si,mir community highlights. yanina bellini saibene.
Notas adhesivas cuando enseñas (on-line),2022,Blog post,Blog post,,Si,notas adhesivas cuando enseñas (on-line)
Organizando una clase práctica online,2022,Blog post,Blog post,,Si,organizando una clase práctica online
Organizing a practical class online,2022,Blog post,Blog post,,Si,organizing a practical class online
"Organizing inclusive conferences with the community (Rocio Joo, Andrea Sánchez-Tapia, Sara Mortara, Yanina Bellini Saibene, Heather Turner, Dorothea Hug Peter, Natalia Soledad Morandeira, Matt Bannert, Batool Almazrouq, Elizabeth Hare, Laura Ación, Juan Pablo Narváez-Gómez, Marcela Alfaro Córdoba, Federico Marini, Rita Giordano, Silvia Canelón,  Anicet Ebou, Adithi Upadhya, Joselyn Chávez and Janani Ravi). LatinR 2022.",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_5946.pdf,,"organizing inclusive conferences with the community (rocio joo, andrea sánchez-tapia, sara mortara, yanina bellini saibene, heather turner, dorothea hug peter, natalia soledad morandeira, matt bannert, batool almazrouq, elizabeth hare, laura ación, juan pablo narváez-gómez, marcela alfaro córdoba, federico marini, rita giordano, silvia canelón,  anicet ebou, adithi upadhya, joselyn chávez and janani ravi). latinr 2022."
Organizing Tutorials,2022,Blog post,Blog post,,Si,organizing tutorials
"Presentamos a la nueva Community Manager de rOpenSci, Yanina Bellini Saibene",2022,Blog post,Blog post,,Si,"presentamos a la nueva community manager de ropensci, yanina bellini saibene"
Quinto encuentro del Club de lectura. La pedagogía del contenido.,2022,Blog post,Blog post,,Si,quinto encuentro del club de lectura. la pedagogía del contenido.
Reunión de sprint por chat,2022,Blog post,Blog post,,Si,reunión de sprint por chat
Revisiting my 2022 to-don't list,2022,Blog post,Blog post,,Si,revisiting my 2022 to-don't list
Scenario analysis. What to do when thing do not go so well in the classroom?,2022,Blog post,Blog post,,Si,scenario analysis. what to do when thing do not go so well in the classroom?
"Septimo encuentro del Club de lectura. Comunidad, comunicación y reuniones",2022,Blog post,Blog post,,Si,"septimo encuentro del club de lectura. comunidad, comunicación y reuniones"
Sexto encuentro del Club de lectura. Enseñando en persona y on-line.,2022,Blog post,Blog post,,Si,sexto encuentro del club de lectura. enseñando en persona y on-line.
"Sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de La Pampa. Juan Pablo Ferrandez, Natalia Gatinoni, Romina Mezher, María José Pizarro, Lorena Verónica Carreño, Rosario Olguín Paez, María Laura Belmonte, Yanina Bellini Saibene. LatinR 2022.",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_8859.pdf,,"sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de la pampa. juan pablo ferrandez, natalia gatinoni, romina mezher, maría josé pizarro, lorena verónica carreño, rosario olguín paez, maría laura belmonte, yanina bellini saibene. latinr 2022."
Sticky notes when teaching (on-line),2022,Blog post,Blog post,,Si,sticky notes when teaching (on-line)
Tercer encuentro del Club de Lectura. Arquitectura cognitiva y aprendizaje Individual,2022,Blog post,Blog post,,Si,tercer encuentro del club de lectura. arquitectura cognitiva y aprendizaje individual
The Call for Tutorials Proposal,2022,Blog post,Blog post,,Si,the call for tutorials proposal
Traducción de los contenidos de MetaDocencia,2022,Blog post,Blog post,,Si,traducción de los contenidos de metadocencia
Un cambio de imagen y de estrategia de comunicación en Metadocencia,2022,Blog post,Blog post,,Si,un cambio de imagen y de estrategia de comunicación en metadocencia
Un club de lectura para seguir aprendiendo a enseñar,2022,Blog post,Blog post,,Si,un club de lectura para seguir aprendiendo a enseñar
Un mapa de mis lectores,2022,Blog post,Blog post,,Si,un mapa de mis lectores
Plans for the year,2024,Blog post,Blog post,,Si,plans for the year
Usando Apache Arrow para analizar el padron electoral argentino del 2011.,2024,Blog post,Blog post,,Si,usando apache arrow para analizar el padron electoral argentino del 2011.
Zenodo,2024,Blog post,Blog post,,Si,zenodo
Máquina nocional,2024,Blog post,Blog post,,Si,máquina nocional
Cooperative,2024,Blog post,Blog post,,Si,cooperative
Bring Your Own Data week for TidyTuesday,2024,Blog post,Blog post,,Si,bring your own data week for tidytuesday
Citizen science and governance models,2024,Blog post,Blog post,,Si,citizen science and governance models
SisINTAR. Un paquete para gestionar datos de perfiles de suelos de Argentina,2024,Blog post,Blog post,,Si,sisintar. un paquete para gestionar datos de perfiles de suelos de argentina
"Did you realize that we live in a reality where SciHub is illegal, and OpenAI is not?",2024,Blog post,Blog post,,Si,"did you realize that we live in a reality where scihub is illegal, and openai is not?"
Participación Latinoamérica en el Programa de Campeonas y Campeones de rOpenSci,2024,Blog post,Blog post,,,participación latinoamérica en el programa de campeonas y campeones de ropensci
rOpenSci 2023 Code of Conduct Transparency Report,2024,Blog post,Blog post,,,ropensci 2023 code of conduct transparency report
Learning to code in 30 lessons,2024,Blog post,Blog post,,Si,learning to code in 30 lessons
Primer encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,primer encuentro. aprendiendo a programar en 30 lecciones
Introducing rOpenSci Champions - Cohort 2023-2024,2024,Blog post,Blog post,,,introducing ropensci champions - cohort 2023-2024
"Beautiful Code, Because We’re Worth It!",2024,Blog post,Blog post,,,"beautiful code, because we’re worth it!"
GitHub Stars 2024 Award,2024,Blog post,Blog post,,Si,github stars 2024 award
Segundo encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,segundo encuentro. aprendiendo a programar en 30 lecciones
rOpenSci Code of Conduct Annual Review,2024,Blog post,Blog post,,,ropensci code of conduct annual review
Marketing Ideas For Your Package,2024,Blog post,Blog post,,,marketing ideas for your package
Tercer Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,tercer encuentro. aprendiendo a programar en 30 lecciones
rOpenSci Champions Pilot Year: Projects Wrap-Up,2024,Blog post,Blog post,,,ropensci champions pilot year: projects wrap-up
Cuarto Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,cuarto encuentro. aprendiendo a programar en 30 lecciones
Quinto Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,quinto encuentro. aprendiendo a programar en 30 lecciones
Romper las barreras lingüísticas en la ciencia de datos con glosario.,2024,Blog post,Blog post,,Si,romper las barreras lingüísticas en la ciencia de datos con glosario.
Evaluación de herramientas digitales e información remota en rotaciones de cultivos extensivos en la región semiárida,2024,Blog post,Blog post,,Si,evaluación de herramientas digitales e información remota en rotaciones de cultivos extensivos en la región semiárida
Sexto Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,sexto encuentro. aprendiendo a programar en 30 lecciones
Fostering Equity and Leadership: the rOpenSci Champions Program Selection Process,2024,Blog post,Blog post,,,fostering equity and leadership: the ropensci champions program selection process
Septimo Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,septimo encuentro. aprendiendo a programar en 30 lecciones
Octavo Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,octavo encuentro. aprendiendo a programar en 30 lecciones
Cancer,2024,Blog post,Blog post,,Si,cancer
Day 1. 3 reasons why you need to learn to teach effectively,2024,Blog post,Blog post,,Si,day 1. 3 reasons why you need to learn to teach effectively
Day 2. The 3 types of learners you need to know before starting teaching,2024,Blog post,Blog post,,Si,day 2. the 3 types of learners you need to know before starting teaching
Day 3. The Best Tools For Sparking ‘Aha’ Moments In Your Students,2024,Blog post,Blog post,,Si,day 3. the best tools for sparking ‘aha’ moments in your students
Day 4. Are Your Students Learning? How to check for learning as we’re teaching.,2024,Blog post,Blog post,,Si,day 4. are your students learning? how to check for learning as we’re teaching.
Day 5. From Learning to Choosing to Coding - How Our Memory Plays a Central Role,2024,Blog post,Blog post,,Si,day 5. from learning to choosing to coding - how our memory plays a central role
Day 6. The Best Way To Get Started Learning About Teaching to Code,2024,Blog post,Blog post,,Si,day 6. the best way to get started learning about teaching to code
"Day 7. We Learn Better Together, Community of Practice and Education.",2024,Blog post,Blog post,,Si,"day 7. we learn better together, community of practice and education."
Day 8. The Participatory Live Coding Framework: A Structured Approach for Programming Educators,2024,Blog post,Blog post,,Si,day 8. the participatory live coding framework: a structured approach for programming educators
Day 9. Distilling how to use Participatory Live Coding in-person and online - Tip 1,2024,Blog post,Blog post,,Si,day 9. distilling how to use participatory live coding in-person and online - tip 1
Noveno Encuentro. Aprendiendo a Programar en 30 lecciones,2024,Blog post,Blog post,,Si,noveno encuentro. aprendiendo a programar en 30 lecciones
Day 10. Distilling how to use Participatory Live Coding in-person and online - Tip 2,2024,Blog post,Blog post,,Si,day 10. distilling how to use participatory live coding in-person and online - tip 2
Day 11. Distilling how to use Participatory Live Coding in-person and online - Tip 3 y 4,2024,Blog post,Blog post,,Si,day 11. distilling how to use participatory live coding in-person and online - tip 3 y 4
Day 12. Distilling how to use Participatory Live Coding in-person and online - Tip 5,2024,Blog post,Blog post,,Si,day 12. distilling how to use participatory live coding in-person and online - tip 5
Day 13: Distilling how to use Participatory Live Coding in-person and online - Tip 6,2024,Blog post,Blog post,,Si,day 13: distilling how to use participatory live coding in-person and online - tip 6
Day 14: Distilling how to use Participatory Live Coding in-person and online - Tip 7 and 8,2024,Blog post,Blog post,,Si,day 14: distilling how to use participatory live coding in-person and online - tip 7 and 8
Day 15: Distilling how to use Participatory Live Coding in-person and online - Tip 9 and 10,2024,Blog post,Blog post,,Si,day 15: distilling how to use participatory live coding in-person and online - tip 9 and 10
Day 16: Debunking 4 Tenacious Educational Programming Myths for Better Teaching Outcomes,2024,Blog post,Blog post,,Si,day 16: debunking 4 tenacious educational programming myths for better teaching outcomes
Day 17: 2 Software Tools I Can’t Live Without For Creating Content in English,2024,Blog post,Blog post,,Si,day 17: 2 software tools i can’t live without for creating content in english
Day 18: Understanding Brain Plasticity: Highlights from Neuroscience in the School For The Pragmatic Teacher,2024,Blog post,Blog post,,Si,day 18: understanding brain plasticity: highlights from neuroscience in the school for the pragmatic teacher
Day 19: 6 Simple (But Effective) Learning Strategies I’d Give Anyone To Improve Their Learning,2024,Blog post,Blog post,,Si,day 19: 6 simple (but effective) learning strategies i’d give anyone to improve their learning
Day 20: The First-Time Online Programming Teacher Playbook.,2024,Blog post,Blog post,,Si,day 20: the first-time online programming teacher playbook.
Day 21: One Tool That Improves My Teaching and Students' Engagement.,2024,Blog post,Blog post,,Si,day 21: one tool that improves my teaching and students' engagement.
Day 22: The Best Way To Continue Improving Your Teaching: Feedback 101,2024,Blog post,Blog post,,Si,day 22: the best way to continue improving your teaching: feedback 101
Day 23. 1 Tip I Would Give Anyone Who Wanted To Ensure Students Engagement Online,2024,Blog post,Blog post,,Si,day 23. 1 tip i would give anyone who wanted to ensure students engagement online
Day 24. The Single Most Powerful Technique to Foster Students' Motivation in Programming Classes,2024,Blog post,Blog post,,Si,day 24. the single most powerful technique to foster students' motivation in programming classes
Day 25. 4 Quick Tips to Make Your Teaching More Accessible,2024,Blog post,Blog post,,Si,day 25. 4 quick tips to make your teaching more accessible
"Day 26. Education, Computers, and Power.",2024,Blog post,Blog post,,Si,"day 26. education, computers, and power."
Day 27. A Question About AI and Education I’ve Been Asking Myself Lately (And Why),2024,Blog post,Blog post,,Si,day 27. a question about ai and education i’ve been asking myself lately (and why)
Day 28: My 3 Favorite Newsletters For Learning #RStats,2024,Blog post,Blog post,,Si,day 28: my 3 favorite newsletters for learning #rstats
Day 29. Building Effective Tech Lessons 101. Learning by Example.,2024,Blog post,Blog post,,Si,day 29. building effective tech lessons 101. learning by example.
Day 30. 3 Things I Learned Writing Online Every Day For 30 Days In A Row.,2024,Blog post,Blog post,,Si,day 30. 3 things i learned writing online every day for 30 days in a row.
Two years and twelve projects as Community Manager at rOpenSci,2024,Blog post,Blog post,,Si,two years and twelve projects as community manager at ropensci
Dos años y doce proyectos en rOpenSci como Community Manager,2024,Blog post,Blog post,,Si,dos años y doce proyectos en ropensci como community manager
Project 1 - rOpenSci's Code of Conduct and Code of Conduct Committee,2024,Blog post,Blog post,,Si,project 1 - ropensci's code of conduct and code of conduct committee
El Codigo de Conducta en rOpenSci,2024,Blog post,Blog post,,Si,el codigo de conducta en ropensci
"Proyecto 3 - Dos años de escribir, dar charlar y enseñar con la comunidad de rOpenSci Community",2024,Blog post,Blog post,,Si,"proyecto 3 - dos años de escribir, dar charlar y enseñar con la comunidad de ropensci community"
"Project 3 - Two Years of Writing, Speaking, and Teaching with the rOpenSci Community",2024,Blog post,Blog post,,Si,"project 3 - two years of writing, speaking, and teaching with the ropensci community"
Using GitHub to plan community calls for rOpenSci,2024,Blog post,Blog post,,Si,using github to plan community calls for ropensci
Proyecto 2 - Las Estrellas del Universo R,2024,Blog post,Blog post,,Si,proyecto 2 - las estrellas del universo r
Project 2 - The Stars of R-Universe,2024,Blog post,Blog post,,Si,project 2 - the stars of r-universe
"Metrics, Impact and Community Management",2024,Blog post,Blog post,,,"metrics, impact and community management"
rOpenSci Community Collaboration Insight Using Social Networks Analysis,2024,Blog post,Blog post,,,ropensci community collaboration insight using social networks analysis
Una mirada retrospectiva al 2024,2024,Blog post,Blog post,,Si,una mirada retrospectiva al 2024
A Look Back at 2024,2024,Blog post,Blog post,,Si,a look back at 2024
Proyecto 4 - Eventos de la comunidad,2024,Blog post,Blog post,,Si,proyecto 4 - eventos de la comunidad
Project 4 - Community Events,2024,Blog post,Blog post,,Si,project 4 - community events
Measuring and Assessing Open Source Project Impact and Community Health. A CZI EOSS Community Call Resource,2024,Blog post,Blog post,,Si,measuring and assessing open source project impact and community health. a czi eoss community call resource
Adding Multiple choice quiz to Quarto Live Tutorials,2024,Blog post,Blog post,,Si,adding multiple choice quiz to quarto live tutorials
10 Simple Rules for Leadership Without Formal Authority. A resource for Open Source Leaders,2024,Blog post,Blog post,,Si,10 simple rules for leadership without formal authority. a resource for open source leaders
Managing an Open Source Project. A Checklist of Issues to Consider,2024,Blog post,Blog post,,Si,managing an open source project. a checklist of issues to consider
Skytorial and Linkedtorial 4 - Issues on GitHub,2025,Blog post,Blog post,,Si,skytorial and linkedtorial 4 - issues on github
Skytorial and Linkedtorial 3 - Repositories on GitHub,2025,Blog post,Blog post,,Si,skytorial and linkedtorial 3 - repositories on github
Skytorial and Linkedtorial 2: Your Profile on GitHub,2025,Blog post,Blog post,,Si,skytorial and linkedtorial 2: your profile on github
Skytorial and Linkedtorial 1: Introduction to GitHub for Researchers,2025,Blog post,Blog post,,Si,skytorial and linkedtorial 1: introduction to github for researchers
Nature Interview: Six questions to ask before jumping into a spreadsheet,2025,Blog post,Blog post,,Si,nature interview: six questions to ask before jumping into a spreadsheet
Nature Interview: Which programming language should I use? A guide for early-career researchers,2025,Blog post,Blog post,,Si,nature interview: which programming language should i use? a guide for early-career researchers
Trae tus propios datos - TidyTuesday 2025,2025,Blog post,Blog post,,Si,trae tus propios datos - tidytuesday 2025
GitHub Stars 2025 Award,2025,Blog post,Blog post,,Si,github stars 2025 award
Implementing Software Peer Review. Tips and Examples,2025,Blog post,Blog post,,Si,implementing software peer review. tips and examples
Reviewing the year gone,2023,Blog post,Blog post,,Si,reviewing the year gone
Mi primera Posit Conf en persona,2023,Blog post,Blog post,,Si,mi primera posit conf en persona
Maradona or Messi ?,2023,Blog post,Blog post,,Si,maradona or messi ?
"LatinR 2023, meeting again in person",2023,Blog post,Blog post,,Si,"latinr 2023, meeting again in person"
Mastodon Quick Start Guide,2023,Blog post,Blog post,,Si,mastodon quick start guide
Three currencies of payment for our work,2023,Blog post,Blog post,,Si,three currencies of payment for our work
Proyectos de GitHub para ordenar el trabajo,2023,Blog post,Blog post,,Si,proyectos de github para ordenar el trabajo
Multilingual Data Science. Part 2.,2023,Blog post,Blog post,,Si,multilingual data science. part 2.
Multilingual Data Science. Part 1.,2023,Blog post,Blog post,,Si,multilingual data science. part 1.
How To Use Videos In Your Classes,2023,Blog post,Blog post,,Si,how to use videos in your classes
Diez consejos rápidos para enseñar con programación (participativa) en vivo (en línea),2023,Blog post,Blog post,,Si,diez consejos rápidos para enseñar con programación (participativa) en vivo (en línea)
"DSxD Anthology Vol. 2. Our Environment. A collection of work by data designers, artists, and scientists",2023,Blog post,Blog post,,Si,"dsxd anthology vol. 2. our environment. a collection of work by data designers, artists, and scientists"
DEI Tip Sheet. Virtual event accessibility guiding questions.,2023,Blog post,Blog post,,Si,dei tip sheet. virtual event accessibility guiding questions.
Once años,2023,Blog post,Blog post,,Si,once años
Eleven years,2023,Blog post,Blog post,,Si,eleven years
What have I been reading?,2023,Blog post,Blog post,,Si,what have i been reading?
Why do I teach?,2023,Blog post,Blog post,,Si,why do i teach?
In pursuit of a VISA,2023,Blog post,Blog post,,Si,in pursuit of a visa
"Csv,Conf,v7 in Buenos Aires, Argentina",2023,Blog post,Blog post,,Si,"csv,conf,v7 in buenos aires, argentina"
A beautiful lesson,2023,Blog post,Blog post,,Si,a beautiful lesson
Daily routine,2023,Blog post,Blog post,,Si,daily routine
A year in The Carpentries' Executive Council,2023,Blog post,Blog post,,Si,a year in the carpentries' executive council
Puntapié inicial de nuestro programa de campeonas y campeones,2023,Blog post,Blog post,,Si,puntapié inicial de nuestro programa de campeonas y campeones
rOpenSci Champions Program Kick off,2023,Blog post,Blog post,,Si,ropensci champions program kick off
Pequeños científicos,2023,Blog post,Blog post,,Si,pequeños científicos
Little Scientists,2023,Blog post,Blog post,,Si,little scientists
Ten quick tips for teaching with (participatory) live coding (online),2023,Blog post,Blog post,,Si,ten quick tips for teaching with (participatory) live coding (online)
Call for Tutorials - Review,2023,Blog post,Blog post,,Si,call for tutorials - review
Expanding our Community through Multilingual Publishing,2023,Blog post,Blog post,,Si,expanding our community through multilingual publishing
Agrandando nuestra comunidad con publicaciones multi-idioma,2023,Blog post,Blog post,,Si,agrandando nuestra comunidad con publicaciones multi-idioma
TidyTuesday - Bring Your Own Data Week!,2023,Blog post,Blog post,,Si,tidytuesday - bring your own data week!
rOpenSci Code of Conduct Committee Templates,2025,Blog post,Blog post,,No,ropensci code of conduct committee templates
From Surviving to Thriving: A Convening to Reclaim and Sustain Open Science Communities,2025,Blog post,Blog post,,No,from surviving to thriving: a convening to reclaim and sustain open science communities
rOpenSci Champions Second Cohort: Projects Wrap-Up,2025,Blog post,Blog post,,No,ropensci champions second cohort: projects wrap-up
"Exploring Open Science, R Packages, and Research Software Development at the CSIDNet AGM 2025",2025,Blog post,Blog post,,No,"exploring open science, r packages, and research software development at the csidnet agm 2025"
Open Science with a Latin American Identity: Meet the New Cohort of the rOpenSci Champions Program,2025,Blog post,Blog post,,No,open science with a latin american identity: meet the new cohort of the ropensci champions program
Announcing New Stats Software Peer Review Editors: Emi Tanaka and Nima Hejazi,2025,Blog post,Blog post,,No,announcing new stats software peer review editors: emi tanaka and nima hejazi
Multilingual Publishing: Frequently Asked Questions,2025,Blog post,Blog post,,No,multilingual publishing: frequently asked questions
"New Mentoring Team, Same Open Science Spirit",2025,Blog post,Blog post,,No,"new mentoring team, same open science spirit"
Supporting rOpenSci Mentors with Practical Tools,2025,Blog post,Blog post,,No,supporting ropensci mentors with practical tools
rOpenSci Participation at NumFOCUS’ DISC Unconf,2025,Blog post,Blog post,,No,ropensci participation at numfocus’ disc unconf
rOpenSci Code of Conduct Annual Review,2025,Blog post,Blog post,,No,ropensci code of conduct annual review
Template To Handle Code of Conduct Incidents Reports,2025,Blog post,Blog post,,No,template to handle code of conduct incidents reports
rOpenSci Champions Program 2025: In Spanish!,2025,Blog post,Blog post,,No,ropensci champions program 2025: in spanish!
Coworking Mini-Hackathon for First-Time Contributors,2025,Blog post,Blog post,,No,coworking mini-hackathon for first-time contributors
rOpenSci 2024 Code of Conduct Transparency Report,2025,Blog post,Blog post,,No,ropensci 2024 code of conduct transparency report
Introducing the rOpenSci Localization and Translation Guidelines,2024,Blog post,Blog post,,No,introducing the ropensci localization and translation guidelines
Looking for Maintainers to Support First-Time Contributors,2024,Blog post,Blog post,,No,looking for maintainers to support first-time contributors
Fostering Open Science in Latin America: CZI Awards Funds for Sustainable Research Software Development,2024,Blog post,Blog post,,No,fostering open science in latin america: czi awards funds for sustainable research software development
"Metrics, Impact and Community Management",2024,Blog post,Blog post,,No,"metrics, impact and community management"
rOpenSci Community Collaboration Insight Using Social Networks Analysis,2024,Blog post,Blog post,,No,ropensci community collaboration insight using social networks analysis
Introducing rOpenSci Mentors - Cohort 2023-2024,2023,Blog post,Blog post,,No,introducing ropensci mentors - cohort 2023-2024
The rOpenSci Multiverse,2023,Blog post,Blog post,,No,the ropensci multiverse
How to Translate a Hugo Blog Post with Babeldown,2023,Blog post,Blog post,,No,how to translate a hugo blog post with babeldown
Attract Contributors with ‘help wanted’ Issues,2023,Blog post,Blog post,,No,attract contributors with ‘help wanted’ issues
Meeting the Stars of the R-Universe: The R-Universe Against Diseases.,2023,Blog post,Blog post,,No,meeting the stars of the r-universe: the r-universe against diseases.
Organizing Community Calls using GitHub,2023,Blog post,Blog post,,No,organizing community calls using github
rOpenSci Champions Pilot Year: Training Wrap-Up,2023,Blog post,Blog post,,No,ropensci champions pilot year: training wrap-up
Open Call for rOpenSci Champions Program Applications!,2023,Blog post,Blog post,,No,open call for ropensci champions program applications!
How do you measure the impact of a champions program?,2023,Blog post,Blog post,,No,how do you measure the impact of a champions program?
rOpenSci’s Communication Channels for Safe and Friendly Exchange,2023,Blog post,Blog post,,No,ropensci’s communication channels for safe and friendly exchange
"Meeting the Stars of the R-Universe: PEcAn, an Open Source Project to Take Care of the Planet",2023,Blog post,Blog post,,No,"meeting the stars of the r-universe: pecan, an open source project to take care of the planet"
Meeting the Stars of the R-Universe: Researching Our Brain with the Magic of the R-Universe,2023,Blog post,Blog post,,No,meeting the stars of the r-universe: researching our brain with the magic of the r-universe
Meeting the Stars of the R-universe: ThinkR’s Approach to Contributing to a Growing and Friendly R Community,2023,Blog post,Blog post,,No,meeting the stars of the r-universe: thinkr’s approach to contributing to a growing and friendly r community
rOpenSci Champions Program Kick off,2023,Blog post,Blog post,,No,ropensci champions program kick off
rOpenSci Code of Conduct Annual Review,2023,Blog post,Blog post,,No,ropensci code of conduct annual review
rOpenSci 2022 Code of Conduct Transparency Report,2023,Blog post,Blog post,,No,ropensci 2022 code of conduct transparency report
rOpenSci Localization and Translation Guidelines. Why and how we localize and translate our resources.,2023,Book,Book,,No,ropensci localization and translation guidelines. why and how we localize and translate our resources.
Guía de localización y traducción de rOpenSci. Cómo y porqué traducimos y localizamos nuestros recursos.,2023,Translations,Translations,,No,guía de localización y traducción de ropensci. cómo y porqué traducimos y localizamos nuestros recursos.
"Paquetes de rOpenSci: Desarrollo, mantenimiento y revisión por pares.",2024,Translations,Translations,,No,"paquetes de ropensci: desarrollo, mantenimiento y revisión por pares."
Divide and Conquer: From polar To the Polarverse,2023,Translations,Translations,,No,divide and conquer: from polar to the polarverse
Bridges and Communities. My Journey as an rOpenSci Champion,2025,Translations,Translations,,No,bridges and communities. my journey as an ropensci champion
"Revisión del software, perspectivas de un académico",2025,Translations,Translations,,No,"revisión del software, perspectivas de un académico"
"Código bonito, ¡porque lo valemos!",2024,Translations,Translations,,No,"código bonito, ¡porque lo valemos!"
Atraer colaboradores con issues de ‘se busca ayuda’,2023,Blog post,Blog post,,No,atraer colaboradores con issues de ‘se busca ayuda’
Evaluar la actividad en GitHub de los colaboradores,2022,Translations,Translations,,No,evaluar la actividad en github de los colaboradores
