Title,Year,Type_Long,Type,Link,En_mi_web
"Desarrollo y uso de herramientas libres para la explotación de datos de los radares meteorológicos del INTA. Yanina Bellini Saibene, Martín Volpaccio, Santiago Banchero, Romina Mezher. Anales del 6º Congreso Argentino de AgroInformática. ISSN: 1852-4850. Editor: SADIO. 1 al 5 de Septiembre de 2014 - Facultad de Ingenieria - Universidad de Palermo.",2014,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/desarrollo-y-uso-de-herramientas-libres-para-la-explotacion-de-datos-de-los-radares-meteorologicos-del-inta,
"Red de radares de INTA. Bellini, Yanina; Belmonte, Laura. Horizonte Agropecuario Pampeano-Puntano 103. Octubre 2014. ISSN 0327-3180. Ediciones INTA.",2014,Popular science articles,Popular science articles,,
"Sistema de Información del Seguimiento Semanal de los Sistemas de Producción. Lucas Ramos, Yanina Bellini Saibene. Anales del 6º Congreso Argentino de AgroInformática. ISSN: 1852-4850. Editor: SADIO. 1 al 5 de Septiembre de 2014 - Facultad de Ingenieria - Universidad de Palermo.",2014,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/sistema-de-informacion-del-seguimiento-semanal-de-los-sistemas-de-produccion,
"“Encuesta tecnológica de los sistemas ganaderos bovinos de carne. Caracterización de la Ganadería Bovina de San Luis.” Rossanigo Carlos, Arano Arturo, Bellini Saibene Yanina y Fernández Darío. Capítulo de la publicación Información técnica Nº 190. ISSN 0327-425X. Ediciones INTA. Diciembre de 2015.",2015,Journals,Journals,,
Clasificación de granizo en superficie usando técnicas de minería de datos y datos de radar meteorológico. ASAI.,2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/clasificacion-de-granizo-en-superficie-usando-tecnicas-de-mineria-de-datos-y-datos-de-radar-meteorologico,
"Classification of hail on the ground using Data Mining techniques and weather radar data. Bellini Saibene, Yanina Noemí; Volpacchio, Martín.16º Argentine Symposium on Artificial Intelligence. ISSN: 1850-2784. Argentina 31 de Agosto de 2015. Rosario, Santa Fe, Argentina.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Desarrollo de software para el procesamiento y análisis de datos de la red de radares meteorológicos del INTA. Bellini Saibene, Y., Banchero, S., Mezher, R., Volpacchio, M.  XII Congreso Argentino de Meteorología. CONGREMET XII. 26 al 29 de Mayo de 2015. Mar del Plata, Argentina.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/desarrollo-de-software-para-el-procesamiento-y-analisis-de-datos-de-la-red-de-radares-meterologicos-de-inta,
Firma de convenio entre el INTA y el Instituto Liceo Informático,2015,Noticia,Blog post,https://inta.gob.ar/noticias/firma-de-convenio-entre-el-inta-y-el-instituto-liceo-informatico,
GeoINTA. Aprovechando los mapas del INTA en la web. Horizonte Agropecuario Pampeano-Puntano. Nº 106. Septiembre de 2015. ISSN: 0327-3180. Ediciones INTA.,2015,Popular science articles,Popular science articles,,
"Hacia una Arquitectura de Procesamiento de Datos del RADAR Meteorológico de INTA Anguil. Diván, Mario; Bellini Saibene, Yanina; Martín, María de los Angeles; Belmonte, María Laura; Lafuente, Guillermo; Caldera, Juan Marcelo. 9º Simposio Argentino de Informática en el Estado (SIE). ISSN: 1851-2526. 2 al 4 de Septiembre de 2015. Santa Fé.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"HAR (HAIL-Archive): desarrollo de un sistema de información y base de datos sobre granizo en la región semiárida pampeana central. Bellini Saibene, Y., Caldera, J.M., Volpacchio, M. XII Congreso Argentino de Meteorología. CONGREMET XII. 26 al 29 de Mayo de 2015. Mar del Plata, Argentina.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/har-hail-archive-desarrollo-de-un-sistema-de-informacion-y-base-de-datos-sobre-granizo-en-la-region-semiarida-pampeana-central,
Horizonte agropecuario pampeano - puntano Nº 106 Septiembre de 2015,2015,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-106-septiembre-de-2015,
Horizonte agropecuario pampeano - puntano Nº 107 diciembre de 2015,2015,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-107-diciembre-de-2015,
"Síntesis de una Arquitectura de Procesamiento de Datos del RADAR Meteorológico de INTA Anguil. Diván, Mario; Bellini Saibene, Yanina; Martín, María de los Angeles; Belmonte, María Laura; Lafuente, Guillermo; Caldera, Juan Marcelo. AGRANDA. Simposio Argentino de GRANdes DAtos (1st edition). 1 y 2 de Septiembre de 2015. ISSN 2451-7569.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Towards an Data Processing Architecture for the Meteorological Radar of the INTA Anguil. Diván, Mario; Bellini Saibene, Yanina; Martín, María de los Angeles; Belmonte, María Laura; Lafuente, Guillermo; Caldera, Juan Marcelo. DMIA 2015 (International Workshop on Data Mining with Industrial Applications). Paraguay. 14-16 de Septiembre de 2015.",2015,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,
"Aplicación de geotecnologías para el mapeo de la agricultura urbana: el caso PROHUERTA en la ciudad de Santa Rosa, La Pampa. M. Castro , A. Farana , P. V. Ermini, Y. Bellini Saibene. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24-26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Congreso Argentino de AgroInformática (CAI) 2016: Resultados,2016,Noticia,Blog post,https://inta.gob.ar/documentos/congreso-argentino-de-agroinformatica-cai-2016-resultados,
"Dispositivos móviles: llevando la oficina al campo. Bellini Saibene, Yanina; Herrera, Germán. Horizonte Agropecuario Pampeano-Puntano. Nº 107. Febrero 2016. 2015-2016. ISSN: 0327-3180. Ediciones INTA.",2016,Popular science articles,Popular science articles,,
El aporte de las TIC al sector agropecuario: Congreso Argentino de AgroInformática 2016,2016,Noticia,Blog post,https://inta.gob.ar/noticias/el-aporte-de-las-tic-al-sector-agropecuario-congreso-argentino-de-agroinformatica-2016,
El aporte de las TIC al sector agropecuario: Congreso Argentino de AgroInformática 2016,2016,Noticia,Blog post,https://inta.gob.ar/noticias/el-aporte-de-las-tic-al-sector-agropecuario-congreso-argentino-de-agroinformatica-2016,
Espacio de intercambio en la información geográfica,2016,Noticia,Blog post,https://inta.gob.ar/noticias/espacio-de-intercambio-en-la-informacion-geografica,
"Evaluación de proyectos de extensión: desde una perspectiva de legitimación hasta la participación de los actores. Torrado, Juan; Albarracin, Belen; Delgreco, Luisina; Epuñam, Flavia; Bellini Saibene, Yanina. XVIII Jornadas Nacionales de Extensión Rural y X del Mercosur. Organizadas por Asociación Argentina de Extensión rural, INTA y Universidad Nacional Comahue. Facultad de ciencias Agrarias. Cinco Saltos-Rio Negro. 9 al 11 de Noviembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
GeoINTA: aprovechando los mapas del INTA en Internet.,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/geointa-aprovechando-los-mapas-del-inta-en-internet,
"GeoINTA: compartiendo datos por medio de la Infraestructura de Datos Espaciales del INTA. Banchero Santiago, Bellini Saibene, Yanina. Anales 10º Simposio Argentino de Informática en el Estado (SIE). ISSN: 1851-2526. 7 de Septiembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/geointa-compartiendo-datos-por-medio-de-la-infraestructura-de-datos-espaciales-del-inta,
"GeoINTA: la infraestructura de datos espaciales del INTA en La Pampa. Y. Bellini Saibene, L. Ramos, M. Fuentes, J. Caldera, P. Lucchetti. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24 al 26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/geointa-la-infraestructura-de-datos-espaciales-del-inta-en-la-pampa,
Geotecnologías aplicadas a los estudios territoriales en La Pampa,2016,Noticia,Blog post,https://inta.gob.ar/noticias/geotecnologias-aplicadas-a-los-estudios-territoriales-en-la-pampa,
Hackatón de AgroDatos: mención para la EEA Anguil,2016,Noticia,Blog post,https://inta.gob.ar/documentos/hackaton-de-agrodatos-mencion-para-la-eea-anguil,
Horizonte agropecuario pampeano - puntano Nº 109 Septiembre de 2016,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-109-septiembre-de-2016,
Horizonte agropecuario pampeano - puntano Nº 110 Diciembre de 2016,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-110-diciembre-de-2016,
La EEA Anguil en el Congreso Argentino de Agroinformática,2016,Noticia,Blog post,https://inta.gob.ar/noticias/la-eea-anguil-en-el-congreso-argentino-de-agroinformatica,
"Mirando desde el cielo: la industria espacial al servicio del agro. Bellini Saibene, Yanina. Horizonte Agropecuario Pampeano-Puntano. Nº 110. Diciembre 2016. 2016. ISSN: 0327-3180. Ediciones INTA.",2016,Popular science articles,Popular science articles,,
"Monitoreo de los indicadores del programa ProHuerta en el área del caldenal y oeste árido de la provincia de La Pampa. M.E. Fuentes, Y.N. Bellini, J.Caldera. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24 al 26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/monitoreo-de-indicadores-del-programa-prohuerta-en-el-area-del-caldenal-y-oeste-arido-de-la-provincia-de-la-pampa,
"Pelear hasta por jugar. Argentinas en los Juegos Olímpicos. Bellini Alejandra, Bellini Saibene, Yanina. Suplemento Caldenia. Diario La Arena. 3 de Abril de 2016. Páginas 4 y 5.",2016,Popular science articles,Popular science articles,,
"Propuesta para una Infraestructura de Datos Agropecuarios del Instituto Nacional de Tecnología Agropecuaria (INTA). Bellini Saibene, Yanina. Contribuciones Simposio Argentino de Grandes Datos (AGRANDA) 2016. ISSN: 2451-7569. 6 de Septiembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/propuesta-para-una-infraestructura-de-datos-agropecuarios-del-instituto-nacional-de-tecnologia-agropecuaria-inta,
RadINTA: Facilitando el uso de la red de radares de INTA mediante el desarrollo de herramientas libres,2016,Noticia,Blog post,https://inta.gob.ar/documentos/radinta-facilitando-el-uso-de-la-red-de-radares-de-inta-mediante-el-desarrollo-de-herramientas-libres,
"RadINTA: Facilitando el uso de la red de radares de INTA mediante el desarrollo de herramientas libres. Y. Bellini Saibene, S. Banchero. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24 al 26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Reconocimiento Nacional para GeoINTA,2016,Noticia,Blog post,https://inta.gob.ar/noticias/reconocimiento-nacional-para-geointa,
"Sistema de Información y base de datos para el inventario de recursos naturales de La Pampa. Bellini Saibene, Yanina; Calera, Juan. Horizonte Agropecuario Pampeano-Puntano. Nº 109. Septiembre 2016. 2016. ISSN: 0327-3180. Ediciones INTA.",2016,Popular science articles,Popular science articles,https://inta.gob.ar/documentos/sistema-de-informacion-y-base-de-datos-para-el-inventario-de-recursos-naturales-de-la-pampa,
"Sistema de Información y base de datos para el inventario de recursos naturales de La Pampa. Caldera, Juan; Peinetti, Raúl; Estelrich, Daniel; Chirino, Claudia; Bellini Saibene, Yanina; Lorda, Marcos. Anales 8º Congreso Argentino de AgroInformática (CAI) 2016. ISSN: 1852-4850. 5 y 6 de Septiembre de 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Sobre estrellas y semillas: la industria espacial al servicio de Agro,2016,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/sobre-estrellas-y-semillas-la-industria-espacial-al-servicio-de-agro,Si
"Sobre estrellas y semillas: la industria espacial al servicio del agro. Bellini Saibene, Yanina. Suplemento La Arena del Campo. Diario La Arena. 17 de Septiembre de 2016.",2016,Popular science articles,Popular science articles,,Si
Sobre estrellas y semillas. La industria espacial al servicio del agro.,2016,Blog post,Blog post,,Si
"“Breve introducción a las tormentas de granizo, el daño en cultivo, los radares meteorológicos y las técnicas de Minería de Datos”. Bellini Saibene, Yanina. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,
"“Clasificación de daño en cultivos por granizo utilizando técnicas de Data Mining”. Bellini Saibene, Yanina. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,
"“Clasificación de sistemas ganaderos preponderantes para estimar emisiones de gases de efecto invernadero”. Lozza, Anabella; Bellini Saibene, Yanina. (2017). Resumen 40° Congreso Argentino de Producción Animal. Revista Argentina de Producción Animal Vol 37 Supl. 1: 173-243. Pp 189. ISSN: 0326-0550.",2017,Journals,Journals,,
"“Estimación de ocurrencia de granizo en superficie mediante datos de radar meteorológico utilizando técnicas de Data Mining”. Bellini Saibene, Yanina en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,
"“HAR (HAIL ARCHIVE): sistema de información para registrar eventos de granizo, sus efectos en superficie y los datos de radares meteorológicos en la región pampeana central”. Bellini Saibene, Yanina, Caldera, Juan. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,https://inta.gob.ar/documentos/har-hail-archive-desarrollo-de-un-sistema-de-informacion-y-base-de-datos-sobre-granizo-en-la-region-semiarida-pampeana-central,
"“Identificación de granizo y daño en cultivos con la utilización de variables polarimétricas de los radares de Paraná y Anguil”. Mezher, R.;Banchero S.;Bellini Saibene, Y. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,
"“RadINTA: un conjunto de herramientas de software libre para facilitar la explotación de datos de los radares meteorológicos del INTA”. Bellini Saibene, Yanina; Banchero, Santiago; Mezher, Romina; Caldera, Juan. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,,
“RadINTA: un set de herramientas libres para facilitar la explotación de datos de la red de radares meteorológicos del INTA”. Aceptado como Capítulo 1 del libro “Las Geotecnologías en los Procesos Ambientales” del Departamento de Geografía y Turismo de la Universidad Nacional del Sur. En edición.,2017,Book Chapters,Book Chapters,,
"“RadINTA: un set de herramientas libres para facilitar la explotación de datos de la red de radares meterológicos del INTA”. Capítulo 1 del libro “Las Geotecnologías en los Procesos Ambientales”. Bellini Saibene, Yanina; Banchero, Santiago; Mezher, Romina; Caldera, Juan. . ISBN: 978-987-655-173-. Editorial de la Universidad Nacional del Sur. Ediuns. Fecha publicación: 12/2017. 252 p.",2017,Book Chapters,Book Chapters,,
AgroTICs: llevando la informática al campo,2017,Noticia,Blog post,https://inta.gob.ar/noticias/agrotics-llevando-la-informatica-al-campo,
Caracterización de sistemas productivos pampeanos,2017,Noticia,Blog post,https://inta.gob.ar/noticias/caracterizacion-de-sistemas-productivos-pampeanos,
Charlas sobre herramientas para el manejo de datos agropecuarios,2017,Noticia,Blog post,https://inta.gob.ar/noticias/charlas-sobre-herramientas-para-el-manejo-de-datos-agropecuarios,
"Clasificación de sistemas productivos preponderantes ganaderos para estimar gases de efecto invernadero.  Lozza, Anabella, Bellini Saibene, Yanina. 40 Congreso Argentino de Producción Animal. Noviembre de 2017. Poster.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Clasificación de Sistemas Productivos Preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de Gases de Efecto Invernadero Contribuciones 9º Congreso Argentino de AgroInformática (CAI) 2017. ISSN: 2525- 0949. 7 y 8 de Septiembre de 2017. (151-164). Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Especialistas en AgroTics de INTA dictaron un Taller de Procesamiento de Datos en la Universidad de La Pampa,2017,Noticia,Blog post,https://inta.gob.ar/noticias/especialistas-en-agrotics-de-inta-dictaron-un-taller-de-procesamiento-de-datos-en-la-universidad-de-la-pampa,
Hacia una Arquitectura de Procesamiento de Datos del RADAR Meteorológico de INTA Anguil,2017,Journals,Journals,https://inta.gob.ar/documentos/hacia-una-arquitectura-de-procesamiento-de-datos-del-radar-meteorologico-de-inta-anguil-1,
"Hacia una Guía Digital Móvil para la identificación y manejo sustentable de los pastizales naturales Contribuciones 9º Congreso Argentino de AgroInformática (CAI) 2017. ISSN: 2525- 0949. 7 y 8 de Septiembre de 2017. (226-238). Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Monitoreo de los indicadores del programa Prohuerta en la provincia de La Pampa. M.E. Fuentes, Y.N. Bellini Saibene , J.Caldera, A. Muguiro, J.C. Hernandez. 1º Encuentro Nacional sobre PERIURBANOS E INTERFASES CRÍTICAS, 2ª Reunión Científica del PNNAT y 3ra Reunión de la Red PERIURBAN. 12, 13 y 14 de Septiembre de 2017. Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"Mujeres en la ciencia y la tecnología. Bellini Saibene, Yanina. La Arena del Campo. 14 de Octubre de 2017.",2017,Popular science articles,Popular science articles,,
"Otra visión sobre los incendios. Fuentes, María Elena; Bellini Saibene, Yanina. La Arena del Campo. 29 de Abril de 2017.",2017,Popular science articles,Popular science articles,,
Página de Facebook “INTA Anguil”: pasos a seguir para acceder efectivamente a toda la información,2017,Noticia,Blog post,https://inta.gob.ar/noticias/pagina-de-facebook-inta-anguil-pasos-a-seguir-para-acceder-efectivamente-a-toda-la-informacion,
"ProHuerta y redes sociales: análisis de estrategias comunicacionales del programa en la provincia de La Pampa. A. M. Lagomarsino; Y. N. Bellini Saibene. 1º Encuentro Nacional sobre PERIURBANOS E INTERFASES CRÍTICAS, 2ª Reunión Científica del PNNAT y 3ra Reunión de la Red PERIURBAN. 12, 13 y 14 de Septiembre de 2017. Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
"ProHuerta y redes sociales: hacia un análisis y propuesta de estrategias comunicacionales del programa en la provincia de La Pampa. Lagomarsino Andrea, Bellini Saibene, Yanina. XXIII JORNADAS DE INVESTIGACIÓN DE LA FACULTAD DE CIENCIAS HUMANAS “Investigar en Ciencias Sociales y Humanas en el contexto actual”. 5 y 6 de octubre de 2017, General Pico, La Pampa.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Radar meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario,2017,Noticia,Blog post,https://inta.gob.ar/documentos/radar-meteorologico-de-la-eea-anguil-contribuciones-para-su-uso-en-el-sector-agropecuario,
"Relevamiento de la agricultura periurbana en el área metropolitana de Santa Rosa-Toay. H.O. Lorda , D. Moglie , J.Caldera , N. Dominguez , F. De Durana , Y.N. Bellini. 1º Encuentro Nacional sobre PERIURBANOS E INTERFASES CRÍTICAS, 2ª Reunión Científica del PNNAT y 3ra Reunión de la Red PERIURBAN. 12, 13 y 14 de Septiembre de 2017. Córdoba, Argentina.",2017,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,
Resultados del 9º Congreso de AgroInformática (2017),2017,Noticia,Blog post,https://inta.gob.ar/documentos/resultados-del-9o-congreso-de-agroinformatica-2017,
Seminario interno: el valor del acceso al conocimiento digitalizado en la toma de decisiones,2017,Noticia,Blog post,https://inta.gob.ar/noticias/seminario-interno-el-valor-del-acceso-al-conocimiento-digitalizado-en-la-toma-de-decisiones,
Una nueva edición del Congreso Argentino de AgroInformática (CAI) donde la EEA Anguil es protagonista,2017,Noticia,Blog post,https://inta.gob.ar/noticias/una-nueva-edicion-del-congreso-argentino-de-agroinformatica-cai-donde-la-eea-anguil-es-protagonista,
Una visión de los incendios en La Pampa con herramientas satelitales,2017,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/una-vision-de-los-incendios-en-la-pampa-con-herramientas-satelitales,
"“Clasificación de Sistemas Productivos Preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de Gases de Efecto Invernadero”. LOZZA, Anabella; BELLINI SAIBENE, Yanina; LORDA, Héctor. Revista Eletrônica Argentina-Brasil de Tecnologias da Informação e da Comunicação, [S.l.], v. 1, n. 8, abr. 2018. ISSN 2446-7634. Disponível em: <https://revistas.setrem.com.br/index.php/reabtic/article/view/295>. Acesso em: 19 maio 2018. doi: http://dx.doi.org/10.5281/zenodo.1228469.",2018,Journals,Journals,https://inta.gob.ar/documentos/clasificacion-de-sistemas-productivos-preponderantes-utilizando-tecnicas-de-agrupamiento-para-la-estimacion-de-emisiones-de-gases-de-efecto-invernadero,
10 años del Congreso de AgroInformática,2018,Noticia,Blog post,https://inta.gob.ar/noticias/10-anos-del-congreso-de-agroinformatica,
Análisis de la tormenta del 10 de Diciembre en La Pampa utilizando el RADAR Meteorológico,2018,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/analisis-de-la-tormenta-del-10-de-diciembre-en-la-pampa-utilizando-el-radar-meteorologico,
"Cambio climático y ganadería bovina: desafíos y oportunidades. Lozza, Anabella, Bellini Saibene, Yanina. Informe Ganadero Nº 941. Ano 36. Buenos Aires. Abril 27 de 2018.",2018,Popular science articles,Popular science articles,,
"Caracterización de las principales especies forrajeras de un pastizal natural al este del Departamento Loventué (La Pampa). Poey, M.S., Stefanazzi, I.N., Molina, M.J., Breit, M.A., Torrado, J.J., Lux, J.M., Bellini Saibene, Y., y Loza, A. VIII Congreso Nacional sobre Manejo de Pastizales Naturales- IV Congreso del Mercosur sobre Manejo de Pastizales Naturales. 15,16 y 17 de Mayo de 2018. La Rioja, Argentina. Aceptado para Poster.",2018,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,
"Caracterización de las principales especies forrajeras de un pastizal natural al sur del Departamento Loventué (La Pampa). Poey, M.S., Stefanazzi, I.N., Molina, M.J., Breit, M.A., Torrado, J.J., Lux, J.M., Bellini Saibene, Y., y Lozza, A. VIII Congreso Nacional sobre Manejo de Pastizales Naturales- IV Congreso del Mercosur sobre Manejo de Pastizales Naturales. 15,16 y 17 de Mayo de 2018. La Rioja, Argentina. Aceptado para Poster.",2018,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,
"Comparación de características de emisiones de gases de efecto invernadero entre cuatro sistemas ganaderos predominates. Bellini Saibene, Yanina.  Lozza, Anabella. Horizonte Agropecuario Pampeano-Puntano. Nº 114. Mayo 2018. 2016. ISSN: 0327-3180. Ediciones INTA.",2018,Popular science articles,Popular science articles,,
Concurso por los 10 años del Congreso de AgroInformática,2018,Noticia,Blog post,https://inta.gob.ar/noticias/concurso-por-los-10-anos-del-congreso-de-agroinformatica,
